restId,itemName,price,calories,photo,createdAt,lastUpdated
12,"Beans - Kidney, Red Dry",958.64,515,http://dummyimage.com/112x100.png/5fa2dd/ffffff,2020-08-07 00:52:06,2024-04-10 06:18:44
29,Jicama,550.22,791,http://dummyimage.com/242x100.png/cc0000/ffffff,2015-05-16 19:19:51,2023-04-05 03:46:50
31,"Beans - Kidney, Red Dry",636.47,1074,http://dummyimage.com/172x100.png/dddddd/000000,2014-05-25 13:21:07,2023-04-20 17:46:13
3,"Mushrooms - Black, Dried",214.09,1002,http://dummyimage.com/178x100.png/ff4444/ffffff,2019-01-21 02:09:02,2021-02-11 15:29:06
27,Cranberries - Frozen,760.14,1436,http://dummyimage.com/105x100.png/5fa2dd/ffffff,2015-03-17 16:15:35,2024-04-03 20:52:31
16,"Pasta - Bauletti, Chicken White",225.67,1006,http://dummyimage.com/218x100.png/cc0000/ffffff,2017-11-19 04:40:20,2023-01-31 10:12:21
15,Wine - Chenin Blanc K.w.v.,412.07,1152,http://dummyimage.com/167x100.png/cc0000/ffffff,2015-04-22 19:36:32,2023-06-26 14:10:00
9,"Carrots - Mini, Stem On",673.34,1763,http://dummyimage.com/161x100.png/ff4444/ffffff,2019-08-05 01:44:05,2021-03-19 23:19:05
18,Potatoes - Mini Red,551.36,1888,http://dummyimage.com/132x100.png/cc0000/ffffff,2016-12-16 20:40:36,2023-07-31 22:38:28
35,"Tomatoes - Diced, Canned",380.71,210,http://dummyimage.com/241x100.png/5fa2dd/ffffff,2016-03-30 12:08:24,2024-04-14 07:13:33
22,Bread - Granary Small Pull,200.15,1006,http://dummyimage.com/101x100.png/5fa2dd/ffffff,2018-08-30 22:39:56,2022-01-11 14:06:00
5,Flax Seed,621.14,1650,http://dummyimage.com/195x100.png/cc0000/ffffff,2018-05-08 09:29:51,2021-03-26 08:29:07
13,Muffin Mix - Corn Harvest,786.02,1597,http://dummyimage.com/131x100.png/cc0000/ffffff,2017-12-01 06:12:50,2023-04-07 15:09:46
2,True - Vue Containers,179.94,1667,http://dummyimage.com/217x100.png/5fa2dd/ffffff,2014-10-25 05:00:47,2022-10-14 13:41:43
26,Fudge - Cream Fudge,41.18,705,http://dummyimage.com/119x100.png/5fa2dd/ffffff,2020-03-28 18:40:23,2021-09-28 13:14:55
21,"Lentils - Red, Dry",748.15,332,http://dummyimage.com/206x100.png/5fa2dd/ffffff,2019-05-15 23:58:16,2023-12-16 18:26:20
20,"Soup - Campbells, Cream Of",445.59,1551,http://dummyimage.com/122x100.png/dddddd/000000,2016-10-07 01:15:57,2022-01-17 21:13:25
38,"Cheese - Mozzarella, Shredded",555.24,179,http://dummyimage.com/188x100.png/ff4444/ffffff,2018-01-24 14:36:17,2023-08-15 06:10:58
37,Island Oasis - Banana Daiquiri,238.78,66,http://dummyimage.com/150x100.png/ff4444/ffffff,2019-11-06 14:02:06,2023-12-09 10:15:13
17,Sprouts - Brussel,960.86,619,http://dummyimage.com/138x100.png/cc0000/ffffff,2014-02-23 03:15:26,2023-12-14 16:12:18
36,"Wine - Harrow Estates, Vidal",805.48,1125,http://dummyimage.com/114x100.png/dddddd/000000,2014-11-19 20:26:31,2021-11-19 22:52:37
7,Dc - Sakura Fu,302.32,1209,http://dummyimage.com/130x100.png/cc0000/ffffff,2016-02-02 15:29:43,2021-04-25 06:22:28
14,"Crab - Blue, Frozen",168.55,466,http://dummyimage.com/221x100.png/dddddd/000000,2016-12-28 14:52:29,2023-11-07 11:02:33
11,"Thyme - Lemon, Fresh",427.9,865,http://dummyimage.com/110x100.png/5fa2dd/ffffff,2016-08-08 06:50:46,2022-03-14 04:48:00
34,Coffee - Decaffeinato Coffee,556.55,631,http://dummyimage.com/138x100.png/ff4444/ffffff,2016-03-22 04:00:01,2021-06-28 05:47:52
25,Chicken - Bones,1.32,234,http://dummyimage.com/207x100.png/cc0000/ffffff,2017-12-14 07:51:43,2022-04-16 12:46:08
1,Ecolab - Hobart Washarm End Cap,808.0,397,http://dummyimage.com/219x100.png/dddddd/000000,2017-10-13 11:37:09,2022-06-01 20:46:32
30,Lemon Grass,677.35,1767,http://dummyimage.com/224x100.png/cc0000/ffffff,2016-10-26 10:35:58,2021-08-26 07:10:45
14,Juice - Propel Sport,531.84,170,http://dummyimage.com/167x100.png/cc0000/ffffff,2016-04-23 00:20:51,2024-05-21 03:20:15
13,Kiwi,289.45,929,http://dummyimage.com/181x100.png/5fa2dd/ffffff,2018-01-06 16:23:02,2021-02-06 02:22:09
17,Cheese - Parmesan Grated,156.59,1177,http://dummyimage.com/151x100.png/dddddd/000000,2017-09-14 08:46:29,2023-11-06 03:03:21
5,Beer - Steamwhistle,759.06,697,http://dummyimage.com/197x100.png/ff4444/ffffff,2020-09-16 13:30:43,2023-01-21 05:25:27
23,Tart - Pecan Butter Squares,726.79,621,http://dummyimage.com/200x100.png/dddddd/000000,2017-06-18 13:09:40,2022-04-09 11:52:18
32,Wine - Wyndham Estate Bin 777,574.46,1913,http://dummyimage.com/191x100.png/5fa2dd/ffffff,2017-08-29 10:14:35,2023-03-13 02:49:53
29,"Wine - Saint - Bris 2002, Sauv",433.68,878,http://dummyimage.com/142x100.png/dddddd/000000,2017-12-15 23:31:30,2021-10-01 10:24:50
38,Ostrich - Fan Fillet,68.13,475,http://dummyimage.com/208x100.png/ff4444/ffffff,2015-12-03 16:02:51,2022-05-22 11:20:54
9,Cleaner - Pine Sol,221.78,244,http://dummyimage.com/217x100.png/ff4444/ffffff,2014-06-06 18:38:59,2022-10-13 20:20:39
3,The Pop Shoppe - Cream Soda,736.24,25,http://dummyimage.com/239x100.png/dddddd/000000,2015-01-03 12:46:08,2022-12-14 18:24:06
11,Wine - Zinfandel California 2002,2.14,933,http://dummyimage.com/165x100.png/ff4444/ffffff,2015-05-30 12:32:07,2024-06-18 05:03:27
6,Garbage Bags - Black,788.5,1666,http://dummyimage.com/184x100.png/cc0000/ffffff,2020-08-29 09:31:49,2021-11-04 00:59:21
24,Ham - Cooked Italian,539.07,1281,http://dummyimage.com/210x100.png/5fa2dd/ffffff,2018-08-11 23:59:10,2023-12-30 19:48:32
19,Pepsi - 600ml,612.88,1893,http://dummyimage.com/157x100.png/5fa2dd/ffffff,2014-03-07 08:50:16,2022-11-12 01:21:52
16,Pork - Shoulder,521.36,15,http://dummyimage.com/180x100.png/5fa2dd/ffffff,2016-06-07 22:39:02,2021-03-29 22:30:48
36,Tea - Herbal Sweet Dreams,267.87,485,http://dummyimage.com/165x100.png/cc0000/ffffff,2018-08-17 11:03:17,2022-05-26 14:48:38
25,Clam - Cherrystone,274.56,163,http://dummyimage.com/172x100.png/5fa2dd/ffffff,2017-05-08 20:07:41,2022-02-07 20:22:20
34,Sobe - Lizard Fuel,281.37,294,http://dummyimage.com/219x100.png/dddddd/000000,2014-05-20 13:40:30,2023-05-03 13:07:19
22,Veal - Leg,786.52,1193,http://dummyimage.com/197x100.png/dddddd/000000,2017-02-23 08:47:34,2023-02-08 05:21:53
39,Yoplait Drink,547.65,906,http://dummyimage.com/237x100.png/ff4444/ffffff,2014-01-28 08:39:28,2022-02-22 17:33:19
4,Filter - Coffee,376.02,854,http://dummyimage.com/169x100.png/dddddd/000000,2015-02-14 12:23:36,2024-02-22 13:47:45
35,Shichimi Togarashi Peppeers,781.82,1716,http://dummyimage.com/146x100.png/5fa2dd/ffffff,2020-06-11 22:12:02,2022-08-05 19:39:12
8,Bread - Pumpernickel,304.72,1317,http://dummyimage.com/183x100.png/5fa2dd/ffffff,2019-03-18 18:55:35,2023-10-11 16:34:00
33,Cookie - Dough Variety,587.51,1206,http://dummyimage.com/111x100.png/dddddd/000000,2014-05-17 15:57:56,2021-04-03 14:38:41
2,Cheese - Valancey,53.27,718,http://dummyimage.com/192x100.png/dddddd/000000,2017-12-16 23:17:58,2022-01-11 00:43:36
12,Chocolate - Unsweetened,301.9,1062,http://dummyimage.com/102x100.png/5fa2dd/ffffff,2019-11-25 04:50:30,2024-03-23 01:23:59
20,"Juice - Apple, 341 Ml",653.44,851,http://dummyimage.com/208x100.png/5fa2dd/ffffff,2017-10-29 18:34:01,2021-02-08 09:08:27
21,Bread Fig And Almond,925.54,1767,http://dummyimage.com/114x100.png/5fa2dd/ffffff,2015-03-24 07:06:35,2021-04-16 19:36:29
7,"Sparkling Wine - Rose, Freixenet",615.05,66,http://dummyimage.com/163x100.png/5fa2dd/ffffff,2019-09-27 22:20:06,2022-04-23 20:33:26
1,Tuna - Fresh,927.92,122,http://dummyimage.com/106x100.png/5fa2dd/ffffff,2016-01-31 01:26:48,2023-08-30 07:26:04
32,Truffle Shells - White Chocolate,908.45,129,http://dummyimage.com/173x100.png/ff4444/ffffff,2018-07-18 13:45:09,2022-04-15 13:32:53
27,Cotton Wet Mop 16 Oz,639.42,1045,http://dummyimage.com/193x100.png/ff4444/ffffff,2020-05-02 10:41:58,2024-04-03 13:09:10
25,Cassis,81.08,1678,http://dummyimage.com/163x100.png/dddddd/000000,2015-01-23 11:51:58,2023-03-04 05:12:12
11,True - Vue Containers,266.59,1451,http://dummyimage.com/199x100.png/5fa2dd/ffffff,2016-10-03 18:25:00,2022-06-30 20:45:50
2,Soup - Base Broth Chix,104.3,924,http://dummyimage.com/232x100.png/5fa2dd/ffffff,2017-12-21 23:00:20,2024-07-29 19:31:54
37,Buffalo - Short Rib Fresh,128.98,1064,http://dummyimage.com/206x100.png/cc0000/ffffff,2019-10-25 07:48:40,2022-05-25 10:23:11
6,Bread - Rosemary Focaccia,162.35,944,http://dummyimage.com/107x100.png/5fa2dd/ffffff,2018-02-07 07:54:21,2024-04-26 14:21:57
16,Garlic - Peeled,943.84,1764,http://dummyimage.com/120x100.png/dddddd/000000,2016-09-29 01:03:10,2022-03-26 09:01:24
35,Chives - Fresh,843.58,1528,http://dummyimage.com/136x100.png/ff4444/ffffff,2019-06-13 13:21:59,2024-04-01 21:52:34
10,Extract - Lemon,475.72,1260,http://dummyimage.com/136x100.png/cc0000/ffffff,2016-10-30 14:31:16,2022-11-04 12:42:29
3,Wine - Wyndham Estate Bin 777,155.16,698,http://dummyimage.com/203x100.png/ff4444/ffffff,2017-04-07 06:21:41,2021-09-09 05:13:53
13,Oven Mitt - 13 Inch,996.54,1537,http://dummyimage.com/173x100.png/dddddd/000000,2020-07-06 16:08:01,2022-01-27 11:31:04
23,Ice Cream Bar - Hagen Daz,649.55,495,http://dummyimage.com/128x100.png/dddddd/000000,2014-12-13 21:23:03,2021-09-27 20:30:20
14,Spinach - Frozen,70.93,1075,http://dummyimage.com/182x100.png/dddddd/000000,2017-05-22 03:15:12,2024-04-28 13:58:48
28,Ecolab - Hobart Washarm End Cap,701.26,246,http://dummyimage.com/114x100.png/cc0000/ffffff,2020-06-04 09:34:49,2024-07-27 06:23:41
17,Vinegar - White,99.08,1646,http://dummyimage.com/220x100.png/5fa2dd/ffffff,2014-04-23 11:14:17,2021-07-29 02:13:13
33,Banana,604.14,648,http://dummyimage.com/241x100.png/dddddd/000000,2019-10-24 00:20:41,2023-02-03 07:58:56
7,Pastry - Butterscotch Baked,235.34,904,http://dummyimage.com/242x100.png/cc0000/ffffff,2019-09-28 21:03:56,2023-05-07 22:26:16
34,Longos - Assorted Sandwich,154.02,509,http://dummyimage.com/213x100.png/cc0000/ffffff,2015-05-27 08:43:28,2023-11-02 03:23:08
19,Wine - Riesling Alsace Ac 2001,33.55,662,http://dummyimage.com/196x100.png/5fa2dd/ffffff,2019-02-27 23:55:40,2022-04-18 07:00:12
4,Seaweed Green Sheets,445.75,1897,http://dummyimage.com/122x100.png/cc0000/ffffff,2017-06-29 08:15:12,2021-10-06 16:13:38
20,Parsley - Dried,691.44,1983,http://dummyimage.com/100x100.png/5fa2dd/ffffff,2016-03-11 05:15:05,2022-02-01 17:13:48
30,Vinegar - White Wine,732.14,63,http://dummyimage.com/122x100.png/dddddd/000000,2019-04-16 18:13:07,2022-11-11 20:46:57
29,Guinea Fowl,225.77,1237,http://dummyimage.com/182x100.png/cc0000/ffffff,2015-03-01 08:51:13,2024-07-28 10:37:49
21,"Bread - Pita, Mini",708.59,229,http://dummyimage.com/209x100.png/5fa2dd/ffffff,2015-02-16 19:13:13,2023-10-13 06:30:53
15,Lettuce Romaine Chopped,889.87,1019,http://dummyimage.com/112x100.png/cc0000/ffffff,2019-01-07 00:41:19,2021-06-04 18:58:47
5,Spice - Pepper Portions,349.46,784,http://dummyimage.com/109x100.png/cc0000/ffffff,2016-07-14 19:50:38,2024-02-08 09:58:23
39,"Wine - Red, Gamay Noir",240.24,1875,http://dummyimage.com/222x100.png/5fa2dd/ffffff,2015-05-06 04:56:07,2023-02-16 20:51:45
9,Bread - Assorted Rolls,850.55,601,http://dummyimage.com/249x100.png/5fa2dd/ffffff,2020-11-04 19:00:35,2023-05-01 20:39:14
18,Sauerkraut,5.47,99,http://dummyimage.com/207x100.png/dddddd/000000,2014-04-23 12:28:27,2024-05-21 01:51:08
8,"Wine - White, Chardonnay",518.14,1105,http://dummyimage.com/243x100.png/cc0000/ffffff,2019-07-09 01:03:56,2021-05-31 09:45:43
27,"Tomatoes - Cherry, Yellow",115.54,663,http://dummyimage.com/152x100.png/dddddd/000000,2014-10-19 13:37:04,2023-06-19 07:39:47
25,Nantucket - Orange Mango Cktl,666.69,275,http://dummyimage.com/180x100.png/ff4444/ffffff,2020-03-30 01:22:40,2023-11-07 11:41:28
19,"Juice - Apple, 500 Ml",93.11,1866,http://dummyimage.com/196x100.png/cc0000/ffffff,2020-07-21 19:04:28,2024-04-30 17:04:13
11,Bacardi Breezer - Strawberry,541.02,933,http://dummyimage.com/241x100.png/dddddd/000000,2020-04-25 14:28:32,2021-05-28 05:01:46
15,Bagel - 12 Grain Preslice,671.03,1502,http://dummyimage.com/105x100.png/cc0000/ffffff,2020-03-31 10:57:23,2021-04-14 18:18:45
22,"Fish - Artic Char, Cold Smoked",256.78,1214,http://dummyimage.com/232x100.png/dddddd/000000,2016-01-17 17:34:34,2021-06-04 05:09:50
10,Grapefruit - Pink,670.95,951,http://dummyimage.com/243x100.png/cc0000/ffffff,2019-01-25 02:01:59,2023-09-09 11:37:41
12,Rabbit - Frozen,582.68,1659,http://dummyimage.com/167x100.png/5fa2dd/ffffff,2019-04-03 20:46:51,2024-07-09 19:21:47
26,Egg - Salad Premix,69.7,1465,http://dummyimage.com/128x100.png/ff4444/ffffff,2019-03-15 14:19:28,2024-01-24 05:33:59
37,Pate Pans Yellow,954.08,1320,http://dummyimage.com/223x100.png/cc0000/ffffff,2014-08-14 02:13:49,2023-08-15 09:30:07
38,Fib N9 - Prague Powder,668.6,1999,http://dummyimage.com/213x100.png/ff4444/ffffff,2016-03-01 03:06:22,2022-05-03 19:55:04
6,Cabbage - Nappa,462.54,1359,http://dummyimage.com/171x100.png/cc0000/ffffff,2016-04-21 05:31:47,2023-10-18 03:53:26
17,Napkin Colour,947.06,1817,http://dummyimage.com/108x100.png/5fa2dd/ffffff,2016-12-09 14:36:19,2024-06-01 08:19:38
33,Oil - Grapeseed Oil,994.05,1851,http://dummyimage.com/173x100.png/ff4444/ffffff,2017-10-25 20:53:13,2023-04-08 16:59:33
23,Cookie - Oreo 100x2,347.1,196,http://dummyimage.com/217x100.png/cc0000/ffffff,2017-01-02 19:15:24,2023-09-15 06:19:15
21,Quail - Jumbo Boneless,426.05,317,http://dummyimage.com/170x100.png/dddddd/000000,2017-05-08 17:53:10,2023-01-02 14:28:45
5,Anchovy Fillets,599.12,655,http://dummyimage.com/114x100.png/5fa2dd/ffffff,2014-03-23 18:20:10,2023-06-23 08:04:25
3,Table Cloth 91x91 Colour,481.49,1733,http://dummyimage.com/148x100.png/ff4444/ffffff,2014-04-17 07:55:57,2024-02-07 22:07:51
31,Cucumber - English,56.15,1712,http://dummyimage.com/242x100.png/cc0000/ffffff,2020-05-30 00:39:12,2022-05-22 22:09:37
40,Steamers White,336.87,1200,http://dummyimage.com/238x100.png/ff4444/ffffff,2020-12-22 02:00:48,2021-11-24 09:43:36
13,Oven Mitt - 13 Inch,281.4,891,http://dummyimage.com/120x100.png/dddddd/000000,2018-12-23 16:21:37,2023-05-28 08:30:16
7,Wine - Soave Folonari,525.23,497,http://dummyimage.com/193x100.png/cc0000/ffffff,2016-07-31 15:51:03,2021-11-09 04:27:55
28,Swiss Chard,844.82,305,http://dummyimage.com/209x100.png/dddddd/000000,2016-10-08 16:53:15,2022-04-15 05:50:10
36,Wine - Casillero Del Diablo,566.3,1436,http://dummyimage.com/203x100.png/dddddd/000000,2018-05-13 02:35:13,2023-03-06 10:43:16
39,Sword Pick Asst,705.05,1870,http://dummyimage.com/222x100.png/5fa2dd/ffffff,2017-03-31 00:56:36,2022-07-28 03:47:38
24,Scallops - 20/30,769.79,543,http://dummyimage.com/125x100.png/cc0000/ffffff,2017-09-29 10:14:26,2022-08-30 13:32:40
29,Oil - Margarine,767.88,1843,http://dummyimage.com/249x100.png/5fa2dd/ffffff,2016-07-21 15:31:01,2022-05-22 07:34:30
35,Bagel - Whole White Sesame,753.64,665,http://dummyimage.com/237x100.png/cc0000/ffffff,2015-08-30 22:26:10,2024-07-10 14:32:30
14,Sprouts - Pea,280.21,372,http://dummyimage.com/204x100.png/ff4444/ffffff,2017-12-01 20:54:36,2023-02-23 16:01:47
9,Cheese - Swiss Sliced,259.56,1118,http://dummyimage.com/208x100.png/5fa2dd/ffffff,2020-10-26 02:03:08,2022-03-21 09:22:46
4,Sauce Tomato Pouch,151.98,1702,http://dummyimage.com/217x100.png/cc0000/ffffff,2019-06-22 18:16:06,2021-01-01 05:14:45
13,Nut - Macadamia,896.36,527,http://dummyimage.com/147x100.png/ff4444/ffffff,2020-04-05 09:48:43,2023-12-12 14:58:33
27,Bread Cranberry Foccacia,78.48,1890,http://dummyimage.com/213x100.png/5fa2dd/ffffff,2016-04-22 16:39:59,2022-08-15 23:58:08
23,Onions - Spanish,347.61,1544,http://dummyimage.com/171x100.png/ff4444/ffffff,2020-09-23 03:47:42,2021-02-07 12:19:21
35,Tomato - Green,557.94,520,http://dummyimage.com/126x100.png/dddddd/000000,2019-08-26 01:05:06,2022-03-26 15:49:54
11,Bandage - Finger Cots,585.36,1392,http://dummyimage.com/194x100.png/5fa2dd/ffffff,2014-07-27 09:17:33,2023-03-01 07:59:04
32,"Hickory Smoke, Liquid",923.4,115,http://dummyimage.com/227x100.png/5fa2dd/ffffff,2015-02-20 03:14:36,2023-01-11 19:55:14
7,Hipnotiq Liquor,616.84,1014,http://dummyimage.com/155x100.png/ff4444/ffffff,2017-11-01 06:47:28,2021-05-19 07:52:17
6,Nantucket - Carrot Orange,429.46,1114,http://dummyimage.com/229x100.png/cc0000/ffffff,2019-02-26 16:17:32,2023-11-19 16:36:17
4,Langers - Mango Nectar,76.16,540,http://dummyimage.com/131x100.png/cc0000/ffffff,2015-07-06 19:00:06,2023-05-17 02:49:30
38,"Beans - Long, Chinese",604.5,1196,http://dummyimage.com/162x100.png/dddddd/000000,2017-04-01 06:06:13,2022-04-28 12:32:22
31,"Turnip - White, Organic",421.17,1294,http://dummyimage.com/189x100.png/5fa2dd/ffffff,2019-06-01 13:38:23,2022-10-20 11:50:56
8,"Coke - Classic, 355 Ml",876.69,1771,http://dummyimage.com/106x100.png/dddddd/000000,2015-12-19 07:39:52,2022-03-15 03:37:28
30,The Pop Shoppe - Root Beer,830.93,49,http://dummyimage.com/119x100.png/5fa2dd/ffffff,2019-05-31 18:30:31,2022-11-30 12:24:26
39,"Nut - Almond, Blanched, Ground",609.83,474,http://dummyimage.com/136x100.png/dddddd/000000,2020-02-07 08:01:32,2021-05-10 00:46:30
33,Towel Dispenser,81.59,1155,http://dummyimage.com/111x100.png/dddddd/000000,2017-08-08 13:15:53,2023-04-11 22:53:36
37,"Potatoes - Purple, Organic",567.39,819,http://dummyimage.com/150x100.png/ff4444/ffffff,2016-12-22 22:23:54,2023-04-30 06:44:23
25,Beer - Maudite,761.58,995,http://dummyimage.com/214x100.png/dddddd/000000,2019-07-16 08:11:55,2023-09-30 19:02:52
2,Ecolab - Medallion,240.65,510,http://dummyimage.com/227x100.png/5fa2dd/ffffff,2018-03-28 01:59:31,2022-07-17 14:55:51
22,"Rum - Spiced, Captain Morgan",950.68,67,http://dummyimage.com/184x100.png/dddddd/000000,2014-03-19 02:15:38,2021-12-23 14:11:58
12,Vol Au Vents,524.15,528,http://dummyimage.com/116x100.png/5fa2dd/ffffff,2017-06-25 08:09:54,2023-09-19 17:47:50
18,Truffle Cups - Red,725.73,1439,http://dummyimage.com/113x100.png/5fa2dd/ffffff,2014-01-15 11:53:10,2023-01-10 22:35:25
40,"Flour - Corn, Fine",655.88,1982,http://dummyimage.com/155x100.png/ff4444/ffffff,2014-07-16 03:24:22,2024-03-28 18:52:26
20,Whmis Spray Bottle Graduated,167.91,311,http://dummyimage.com/212x100.png/cc0000/ffffff,2015-08-21 14:04:00,2023-12-24 21:07:43
19,Wine - Mondavi Coastal Private,720.9,1724,http://dummyimage.com/131x100.png/dddddd/000000,2018-11-20 20:14:05,2023-08-12 00:58:45
15,Garlic,821.33,689,http://dummyimage.com/167x100.png/ff4444/ffffff,2020-04-27 16:49:33,2023-09-23 04:33:07
10,Syrup - Monin - Passion Fruit,333.39,1223,http://dummyimage.com/162x100.png/dddddd/000000,2015-07-11 17:17:18,2023-04-05 05:28:17
17,"Tortillas - Flour, 8",618.96,490,http://dummyimage.com/209x100.png/dddddd/000000,2017-06-25 19:51:36,2023-07-09 22:55:07
28,Carbonated Water - Peach,241.95,871,http://dummyimage.com/117x100.png/5fa2dd/ffffff,2020-02-05 15:08:18,2024-07-12 11:29:27
36,Bag - Clear 7 Lb,808.41,884,http://dummyimage.com/191x100.png/cc0000/ffffff,2020-07-08 07:41:36,2022-01-31 11:32:43
26,"Tart Shells - Sweet, 3",871.07,1673,http://dummyimage.com/111x100.png/cc0000/ffffff,2017-03-07 12:12:57,2023-05-16 21:25:15
9,Bread - Sour Batard,586.09,770,http://dummyimage.com/222x100.png/5fa2dd/ffffff,2018-12-29 08:39:26,2023-07-05 12:45:20
30,Venison - Denver Leg Boneless,765.67,1495,http://dummyimage.com/150x100.png/cc0000/ffffff,2016-01-17 19:04:32,2024-04-07 06:23:37
37,Bag Clear 10 Lb,671.94,1304,http://dummyimage.com/106x100.png/dddddd/000000,2018-03-21 08:10:22,2023-01-12 23:33:09
33,Squid Ink,372.59,1673,http://dummyimage.com/196x100.png/dddddd/000000,2018-03-17 12:38:02,2021-05-09 18:57:28
7,Bay Leaf Fresh,761.76,1303,http://dummyimage.com/230x100.png/ff4444/ffffff,2016-07-25 10:32:49,2022-11-22 02:09:55
13,Wine - Vovray Sec Domaine Huet,335.94,473,http://dummyimage.com/248x100.png/cc0000/ffffff,2018-02-09 07:53:34,2022-03-01 10:57:59
10,Parsley Italian - Fresh,296.26,1332,http://dummyimage.com/221x100.png/cc0000/ffffff,2018-12-06 16:55:04,2022-04-29 05:36:28
21,"Yogurt - Banana, 175 Gr",284.92,301,http://dummyimage.com/105x100.png/cc0000/ffffff,2017-12-01 16:00:52,2022-06-20 11:28:33
5,Corn Syrup,598.33,1894,http://dummyimage.com/125x100.png/ff4444/ffffff,2020-09-04 00:40:29,2023-07-26 08:34:33
29,Artichoke - Fresh,816.23,1483,http://dummyimage.com/123x100.png/5fa2dd/ffffff,2018-01-08 04:16:55,2023-02-20 22:17:16
28,Dip - Tapenade,256.7,552,http://dummyimage.com/219x100.png/dddddd/000000,2016-12-06 13:09:29,2023-08-22 00:13:35
27,Pork Casing,93.85,1338,http://dummyimage.com/205x100.png/ff4444/ffffff,2018-12-20 08:27:37,2023-09-20 23:31:05
39,Wine - Casablanca Valley,376.99,1346,http://dummyimage.com/236x100.png/dddddd/000000,2014-01-04 19:10:39,2023-05-02 01:58:13
31,"Tray - Foam, Square 4 - S",503.86,256,http://dummyimage.com/219x100.png/cc0000/ffffff,2014-05-23 18:59:17,2024-04-24 06:54:40
40,Bread - Calabrese Baguette,94.25,1814,http://dummyimage.com/204x100.png/cc0000/ffffff,2019-12-28 18:24:58,2022-04-29 09:18:47
2,Beef - Striploin Aa,148.35,278,http://dummyimage.com/102x100.png/ff4444/ffffff,2014-06-05 07:57:51,2021-01-15 19:04:13
9,Petite Baguette,627.24,1088,http://dummyimage.com/187x100.png/dddddd/000000,2014-10-25 16:40:26,2022-06-08 00:56:19
32,Molasses - Fancy,276.39,1563,http://dummyimage.com/118x100.png/cc0000/ffffff,2018-03-20 22:48:48,2022-10-03 09:07:52
34,"Beef - Tenderlion, Center Cut",866.19,1567,http://dummyimage.com/153x100.png/dddddd/000000,2018-12-14 14:46:44,2021-07-26 14:25:49
20,Spring Roll Wrappers,542.83,484,http://dummyimage.com/222x100.png/ff4444/ffffff,2019-06-29 00:48:51,2021-04-06 01:37:57
19,Octopus,884.35,1556,http://dummyimage.com/151x100.png/cc0000/ffffff,2014-11-29 09:09:51,2023-08-26 04:50:16
35,Mackerel Whole Fresh,242.51,174,http://dummyimage.com/161x100.png/ff4444/ffffff,2019-12-02 02:34:36,2023-11-07 20:20:04
6,Cafe Royale,243.49,1000,http://dummyimage.com/164x100.png/5fa2dd/ffffff,2017-04-12 04:24:15,2021-10-04 19:39:10
1,Truffle Shells - Semi - Sweet,471.05,66,http://dummyimage.com/217x100.png/dddddd/000000,2019-05-25 17:55:22,2024-08-10 22:37:30
14,Pate Pans Yellow,869.23,1453,http://dummyimage.com/246x100.png/ff4444/ffffff,2019-09-25 15:41:25,2024-07-03 09:57:32
25,Strawberries - California,631.23,251,http://dummyimage.com/218x100.png/5fa2dd/ffffff,2018-09-03 10:55:52,2023-06-19 12:57:00
22,Kirsch - Schloss,590.46,1591,http://dummyimage.com/116x100.png/cc0000/ffffff,2018-01-13 19:53:48,2024-02-24 19:59:16
38,Scallops - U - 10,417.73,1765,http://dummyimage.com/109x100.png/ff4444/ffffff,2015-06-19 13:31:23,2021-03-15 16:43:41
4,"Rum - Coconut, Malibu",650.23,753,http://dummyimage.com/157x100.png/dddddd/000000,2020-05-13 10:18:32,2023-08-18 11:44:05
15,Wine - Jafflin Bourgongone,191.45,1042,http://dummyimage.com/242x100.png/dddddd/000000,2018-08-27 10:08:37,2023-02-21 11:56:33
11,Cookies - Englishbay Oatmeal,484.58,780,http://dummyimage.com/134x100.png/dddddd/000000,2015-09-06 20:50:44,2022-06-10 00:16:10
24,"Rum - Dark, Bacardi, Black",772.85,116,http://dummyimage.com/195x100.png/ff4444/ffffff,2019-08-06 15:29:23,2024-03-15 03:17:15
23,Liqueur - Melon,916.38,1691,http://dummyimage.com/117x100.png/cc0000/ffffff,2018-03-21 22:07:03,2024-06-20 15:30:21
29,"Wine - Red, Pinot Noir, Chateau",854.0,1142,http://dummyimage.com/154x100.png/cc0000/ffffff,2016-06-25 23:38:09,2023-11-06 21:01:49
4,Relish,944.59,1232,http://dummyimage.com/211x100.png/5fa2dd/ffffff,2016-02-20 11:20:03,2023-10-17 00:13:30
37,Cinnamon Rolls,620.31,1456,http://dummyimage.com/208x100.png/5fa2dd/ffffff,2017-04-30 21:54:29,2022-12-19 01:53:19
12,Plasticknivesblack,773.38,1710,http://dummyimage.com/210x100.png/ff4444/ffffff,2014-01-25 06:16:47,2022-02-21 12:20:13
34,Wine - Balbach Riverside,243.06,1360,http://dummyimage.com/117x100.png/5fa2dd/ffffff,2015-01-09 10:16:32,2023-09-19 13:56:33
26,Vacuum Bags 12x16,922.38,732,http://dummyimage.com/142x100.png/5fa2dd/ffffff,2014-04-26 19:30:27,2023-10-18 12:41:00
32,"Lid - Translucent, 3.5 And 6 Oz",576.57,1659,http://dummyimage.com/201x100.png/5fa2dd/ffffff,2018-08-07 07:32:50,2022-12-16 09:18:12
